ad_cv_id,question,answer
158365068-3012246,bạn đang tìm kiếm việc phù hợp để gắn bó lâu dài hay làm cho biết (vài tháng) rồi nghỉ để đổi công việc mới?,Em muốn gắn bó lâu dài với công việc.
158365068-3012246,ưu điểm và nhược điểm của bạn?,"Ưu điểm : 
- Ăn nói lưu loát 
- Có kinh nghiệm chăm sóc khách hàng 
"
158365068-3012246,bạn muốn làm việc trong môi trường như thế nào?,"Thoải mái, không gò bó, giờ giấc linh hoạt"
158365068-3013467,bạn đang tìm kiếm việc phù hợp để gắn bó lâu dài hay làm cho biết (vài tháng) rồi nghỉ để đổi công việc mới?,"dạ em tìm 1 công việc có thể gắn bó, ổn định tài chính, học hỏi thêm nhiều kinh nghiệm bán hàng và trao dồi kỹ năng chăm sóc khách hàng
"
158365068-3013467,ưu điểm và nhược điểm của bạn?,"- Có kinh nghiệm bán hàng nhiều năm, có khả năng học hỏi tiếp thu nhanh, 
- Hơi cảm tính"
158365068-3013467,bạn muốn làm việc trong môi trường như thế nào?,"Mọi người thân thiện, góp ý cho nhau để tốt lên mỗi ngày"
158365068-3013627,bạn đang tìm kiếm việc phù hợp để gắn bó lâu dài hay làm cho biết (vài tháng) rồi nghỉ để đổi công việc mới?,Em tìm công việc có thể gắn bó lâu dài
158365068-3013627,ưu điểm và nhược điểm của bạn?,"Ưu điểm của em là hoà đồng, thân thiện, có thể tiếp thu nhanh
Nhược điểm đôi khi hơi nói nhiều "
158365068-3013627,bạn muốn làm việc trong môi trường như thế nào?,"Em muốn làm trong môi trường hoà đồng, được giúp đỡ trong công việc để phát triển theo hướng tốt hơn."
158365068-3018534,bạn đang tìm kiếm việc phù hợp để gắn bó lâu dài hay làm cho biết (vài tháng) rồi nghỉ để đổi công việc mới?,gắn bó lâu dài ạ
158365068-3018534,ưu điểm và nhược điểm của bạn?,"Học hỏi nhanh, chú ý lắng nghe, không nản"
158365068-3018534,bạn muốn làm việc trong môi trường như thế nào?,"trẻ trung năng động, thân thiên"
158365068-3030655,bạn đang tìm kiếm việc phù hợp để gắn bó lâu dài hay làm cho biết (vài tháng) rồi nghỉ để đổi công việc mới?,gắn bó lâu dài với công việc fulltime
158365068-3030655,ưu điểm và nhược điểm của bạn?,"ưu điểm: giao tiếp tốt tự tin sạch sẽ
nhược điểm: chưa có kinh nghiệm "
158365068-3030655,bạn muốn làm việc trong môi trường như thế nào?,năng động đơn giản thoải mái
158365068-3034741,bạn đang tìm kiếm việc phù hợp để gắn bó lâu dài hay làm cho biết (vài tháng) rồi nghỉ để đổi công việc mới?,"Nếu phù hợp em sẽ làm lâu dài ạ, em từng làm chỗ cũ hơn 1 năm nhưng vì vài chuyện riêng nên mới phải nghỉ ạ"
158365068-3034741,ưu điểm và nhược điểm của bạn?,"Ưu điểm là em luôn đúng giờ trong mọi việc, hoà đồng, năng nổ, dđặc biệt em là người hướng nội nên đôi khi nói nhiều quá không ngừng được ạ, Nhược điểm của em là nói nhiều đôi khi ảnh hưởng đến người khác ạ"
158365068-3034741,bạn muốn làm việc trong môi trường như thế nào?,Vui vẻ là được ạ
158365068-3070473,bạn đang tìm kiếm việc phù hợp để gắn bó lâu dài hay làm cho biết (vài tháng) rồi nghỉ để đổi công việc mới?,Tìm việc phù hợp để gắn bó lâu dài
158365068-3070473,ưu điểm và nhược điểm của bạn?,"ưu điểm : sắp xếp được thời gian hợp lí, giao tiếp
nhược điểm : thiếu tính kiên nhẫn"
158365068-3070473,bạn muốn làm việc trong môi trường như thế nào?,"vui vẻ, hoà đồng, dễ thương"
158365068-3074002,bạn đang tìm kiếm việc phù hợp để gắn bó lâu dài hay làm cho biết (vài tháng) rồi nghỉ để đổi công việc mới?,em đang kiếm việc phù hợp để gắn bó lâu dài ạ
158365068-3074002,ưu điểm và nhược điểm của bạn?,"ưu điểm: có tính kỹ luật, chịu khó, học hỏi nhanh
nhước điểm: hơi hướng nội, trí nhớ không tốt"
158365068-3074002,bạn muốn làm việc trong môi trường như thế nào?,em muốn làm việc ở môi trường chuyên nghiệp và có các bạn đồng nghiệp thân thiện
158365068-3131196,bạn đang tìm kiếm việc phù hợp để gắn bó lâu dài hay làm cho biết (vài tháng) rồi nghỉ để đổi công việc mới?,lâu dài
158365068-3131196,ưu điểm và nhược điểm của bạn?,ưu điểm
158365068-3131196,bạn muốn làm việc trong môi trường như thế nào?,vui vẻ
158365068-3177609,bạn đang tìm kiếm việc phù hợp để gắn bó lâu dài hay làm cho biết (vài tháng) rồi nghỉ để đổi công việc mới?,Gắn bó lâu dài
158365068-3177609,ưu điểm và nhược điểm của bạn?,"Ưu điểm: nhanh nhẹn, ngoại ngữ, thời trang"
158365068-3177609,bạn muốn làm việc trong môi trường như thế nào?,Năng động
158365068-3178028,bạn đang tìm kiếm việc phù hợp để gắn bó lâu dài hay làm cho biết (vài tháng) rồi nghỉ để đổi công việc mới?,Gắn bó lâu dài
158365068-3178028,ưu điểm và nhược điểm của bạn?,"Ưu điểm: Giao tiếp tốt, hoạt náo
Nhược điểm: hơi tự ti"
158365068-3178028,bạn muốn làm việc trong môi trường như thế nào?,"Vui vẻ, hoà nhã với đồng nghiệp"
158365068-3217908,bạn đang tìm kiếm việc phù hợp để gắn bó lâu dài hay làm cho biết (vài tháng) rồi nghỉ để đổi công việc mới?,Lâu dài
158365068-3217908,ưu điểm và nhược điểm của bạn?,"ưu điểm vui vẻ hoà đồng biết học hỏi lắng nghe 
nhược điểm chưa có nhiều kinh nghiệm"
158365068-3217908,bạn muốn làm việc trong môi trường như thế nào?,vui vẻ
158365068-3222710,bạn đang tìm kiếm việc phù hợp để gắn bó lâu dài hay làm cho biết (vài tháng) rồi nghỉ để đổi công việc mới?,Tôi đang tìm công việc gắn bó lâu dài
158365068-3222710,ưu điểm và nhược điểm của bạn?,"Nhược điểm: về tính cách thì khá nhạy cảm và dễ tin người.
Về mặt năng lực còn chưa có nhiều kỹ năng, chưa có nhiều kinh nghiệm. Cần học hỏi và trao dồi thêm. 
Ưu điểm : Tôi có một số ưu điểm như : 
1/ Kỹ năng giao tiếp.
2/ Kỹ năng làm việc và quản lý nhóm.
3/ Kỹ năng giải quyết vấn đề
Các kỹ năng trên được hình thành dựa trên các môn học chuyên ngành đặc thù tôi đang học là Sư phạm Ngữ văn."
158365068-3222710,bạn muốn làm việc trong môi trường như thế nào?,"Tôi mong muốn một môi trường mở, văn hoá giao tiếp ứng xử tốt, tinh thần trách nhiệm và tinh thần teamword tốt.
"
158365068-3250761,bạn đang tìm kiếm việc phù hợp để gắn bó lâu dài hay làm cho biết (vài tháng) rồi nghỉ để đổi công việc mới?,Tôi cần tìm công việc gắn bó lâu dài.
158365068-3250761,ưu điểm và nhược điểm của bạn?,"- Ưu điểm của tôi là học hỏi và thích nghi nhanh với công việc, hoà đồng vui vẻ với mọi người.
- Nhược điểm tôi chưa có nhiều kinh nghiệm về bán hàng thời trang"
158365068-3250761,bạn muốn làm việc trong môi trường như thế nào?,"Tôi muốn làm việc trong môi trường năng động, hoà đồng vui vẻ. Đồng thời cũng cần có sự nghiêm túc và trách nhiệm."
157986550-3081891,thời gian có thẻ bắt đầu làm việc ?,Dạ có thể bắt đầu liền ạ
157986550-3081891,ca làm việc mong muốn làm ?,Dạ ca sáng ạ
157986550-3081891,khó khăn hiện tại của em khi đi làm ?,Dạ nếu được thì em xin cố định sáng hoặc xoay ca ạ.
157986550-3081891,mong muốn gắng bó bao lâu với shop ?,Dạ có ạ
157986550-3081891,các công việc đã từng làm qua ?,Dạ em từng làm ở nhà hàng Pizza 1 năm. Sau đó em nghỉ việc để phục giúp gia đình đến nay ạ. Mong muốn tìm công việc ổn định lâu dài ạ.
156721504-2805118,bạn đã từng làm qua những công việc gì?,"Em đã từng làm qua những công việc văn phòng, phòng khám, nhà hàng, quán tea & coffee nên cũng biết kinh nghiệm công việc từng vị trí như thế nào ạ "
156721504-2808858,bạn đã từng làm qua những công việc gì?,Dạ bán bánh mì và phụ vụ cà phê và bida ạ
156721504-2820167,bạn đã từng làm qua những công việc gì?,"Em từng làm pha chế, phục vụ ở laha và ông bầu.
Bảo vệ ở JM dress design"
157414089-3228965,"chiều cao, cân nặng của bạn?","1m65, 70kg"
157414221-437493,"bạn chiều cao, cân nặng là bao nhiêu?",cao 1m70 nang 60kg
157414303-506507,"chiều cao, cân nặng của bạn là bao nhiêu?",1m65 nặng 64kg
157414303-510441,"chiều cao, cân nặng của bạn là bao nhiêu?",168-64kg
157414303-3228754,"chiều cao, cân nặng của bạn là bao nhiêu?","cao 170cm, nặng 60kg "
157414303-3229282,"chiều cao, cân nặng của bạn là bao nhiêu?",cao 160cm nặng 62ký
157414303-3238964,"chiều cao, cân nặng của bạn là bao nhiêu?",1m65 nặng 64kg
157414303-3240407,"chiều cao, cân nặng của bạn là bao nhiêu?","1m75 , 70kg"
157414303-3258418,"chiều cao, cân nặng của bạn là bao nhiêu?","cao 1m70 cân nặng 69kg
"
157414303-3406236,"chiều cao, cân nặng của bạn là bao nhiêu?",1m7. 67kg
151225385-2750001,bạn đang là sinh viên hay lao động tự do?,sinh viên
151225385-2750001,công việc gần đây nhất của bạn?,bán cà phê mang đi
151225385-2750001,bạn đang ở quận nào?,bình tân
157659430-448987,bạn đang ở quận mấy?,Bình thạnh
157659430-448987,đã từng làm ở quán nào rồi?,Mộc Riêu Nướng
157659430-448988,bạn đang ở quận mấy?,Quận bình thạnh ạ
157659430-448988,đã từng làm ở quán nào rồi?,Kinh nghiệm làm vc ổn
157659430-2894968,bạn đang ở quận mấy?,quận bình thạnh
157659430-2894968,đã từng làm ở quán nào rồi?,"nhà hàng lusine, tiệm bánh conservo "
157659430-2895116,bạn đang ở quận mấy?,"hẻm 325 Bạch Đằng, Phường 15, Bình Thạnh."
157659430-2895116,đã từng làm ở quán nào rồi?,Hiện tối em đang đứng quán Phố nướng + Phong Cua 2
157659430-2917017,bạn đang ở quận mấy?,quận 1
157659430-2917017,đã từng làm ở quán nào rồi?,Phố Ốc quận 2
157659430-2919826,bạn đang ở quận mấy?,quận Thủ Đức
157659430-2919826,đã từng làm ở quán nào rồi?,"Sori Garden
Sunny Farm"
157659430-2922713,bạn đang ở quận mấy?,tân bình
157659430-2922713,đã từng làm ở quán nào rồi?,"Cô Râu Quán 
Buffet T3 
Quán nhậu T3 "
157659430-2945016,bạn đang ở quận mấy?,tân bình
157659430-2945016,đã từng làm ở quán nào rồi?,ốc nhi 2N
157659430-2955212,bạn đang ở quận mấy?,quận 5
157659430-2955212,đã từng làm ở quán nào rồi?,Quán cà phê
157659430-2964113,bạn đang ở quận mấy?,quận 8
157659430-2964113,đã từng làm ở quán nào rồi?,"Nhà Hàng Hoa Sơn, Nhà Hàng Biển Dương"
158232165-486638,làm việc được ở chi nhánh nào?,Q Phú Nhuận
158232165-3103722,làm việc được ở chi nhánh nào?,Nguyễn công hoan phú nhuận
158232165-3125867,làm việc được ở chi nhánh nào?,dạ chi nhành q10 ạ
157684832-2920456,bán làm spa vì yêu thích hay vì lương cao?,cả 2
157676770-2912061,quê quán?,Đồng nai
157676770-2938007,quê quán?,Đức linh bình thuận
157000715-2866978,bạn sinh năm bao nhiêu và đang sinh sống tại khu vực nào?,"sống ở pleiku

"
157607780-2941311,bạn sinh năm bao nhiêu và đang sinh sống tại khu vực nào?,Sinh năm 2003 Thôn 4 Xã trà đa Tp Pleiku tỉnh Gia Lai
157607780-2967561,bạn sinh năm bao nhiêu và đang sinh sống tại khu vực nào?,"Xin chào. Tôi sinh 1994 đang sống tại chư pưh gia lai. Đang chuẩn bị ra tp pleiku sinh sống. Có kinh nghiệm làm sale các ngành hàng như mỹ phẩm, quần áo, giày dép, túi xách."
